"","room_id","host_id","room_type","borough","neighborhood","reviews","overall_satisfaction","accommodates","bedrooms","bathrooms","price","minstay","latitude","longitude","collected","place_id","osm_type","osm_id","lat","lon","display_name","house_number","road","suburb","city","county","state","postcode","country","country_code","pitch","shoes","pedestrian","park","castle","building","house","neighbourhood","garden","sports_centre","playground","place_of_worship","restaurant","hotel","hospital","bus_stop","school","hostel","ruins","telephone","post_office","mall","shop","bar","parking","cafe","convenience","supermarket","clothes","toilets","guest_house","courthouse","address29","footway","atm","grave_yard","bicycle","museum","cycleway","artwork","theatre","department_store","townhall","attraction","fuel","library","memorial","hardware","furniture","pub","post_box","fast_food","optician","public_building","nightclub","stadium","pharmacy","bank","cinema","car","university","travel_agency","college","address26","butcher","books","kindergarten","brownfield","florist","electronics","information","beauty","ferry_terminal","jewelry","chemist","computer","bakery","recycling","police","pet","arts_centre","bus_station","hairdresser","viewpoint","dentist","stationery","hifi","monument","car_repair","fire_station","doctors","general","tree","beverages","garden_centre","car_rental","track","clinic","toys"
"1",13657,48850,Entire home/apt,NA,Praha 2,25,5,4,1,1,80,2,50.070477,14.41556,2016-03-21 18:30:59.818801,1122309,node,296564382,50.0704893,14.4154738,1908/18, Podskalsk·, NovÈ MÏsto, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 12800, »esko,1908/18,Podskalsk·,NovÈ MÏsto,Praha,okres HlavnÌ mÏsto Praha,Praha,12800,»esko,cz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2",23169,5282,Entire home/apt,NA,Praha 1,69,4.5,2,0,1,104,NA,50.089077,14.424365,2016-03-21 18:10:16.111932,70458312,way,51849872,50.08916305,14.4247672,Ve¯ejnÈ h¯iötÏ, Masn·, StarÈ MÏsto, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 11000, »esko,NA,Masn·,StarÈ MÏsto,Praha,okres HlavnÌ mÏsto Praha,Praha,11000,»esko,cz,Ve¯ejnÈ h¯iötÏ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3",26748,113902,Entire home/apt,NA,Praha 7,117,5,NA,2,1,104,NA,50.100107,14.425674,2016-03-21 18:05:25.499043,2644745267,node,3358202201,50.1001026,14.42566,DO8, Milady Hor·kovÈ, Holeöovice, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 17000, »esko,NA,Milady Hor·kovÈ,Holeöovice,Praha,okres HlavnÌ mÏsto Praha,Praha,17000,»esko,cz,NA,DO8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",26755,113902,Entire home/apt,NA,Praha 1,29,5,4,1,NA,88,NA,50.085693,14.433435,2016-03-21 19:00:35.226291,1094556,node,296511664,50.0857992,14.4332997,1628/17, Senov·ûnÈ n·mÏstÌ, NovÈ MÏsto, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 11000, »esko,1628/17,Senov·ûnÈ n·mÏstÌ,NovÈ MÏsto,Praha,okres HlavnÌ mÏsto Praha,Praha,11000,»esko,cz,NA,NA,Senov·ûnÈ n·mÏstÌ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5",27916,120384,Entire home/apt,NA,Praha 3,230,5,3,0,1,45,2,50.081129,14.456795,2016-03-21 17:46:01.588753,1108141,node,296544146,50.0811933,14.4568776,673/29, Baranova, éiûkov, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 13000, »esko,673/29,Baranova,éiûkov,Praha,okres HlavnÌ mÏsto Praha,Praha,13000,»esko,cz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6",33809,146052,Entire home/apt,NA,Praha 1,124,5,3,1,1,76,3,50.088708,14.407695,2016-03-21 17:38:55.140272,56499208,way,24984378,50.08876125,14.4084580521446,Vojanovy sady, U LuûickÈho semin·¯e, Mal· Strana, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 11900, »esko,NA,U LuûickÈho semin·¯e,Mal· Strana,Praha,okres HlavnÌ mÏsto Praha,Praha,11900,»esko,cz,NA,NA,NA,Vojanovy sady,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7",33813,146052,Entire home/apt,NA,Praha 2,124,5,2,1,1,52,3,50.072404,14.440794,2016-03-21 14:41:14.001958,1114887,node,296551120,50.07253,14.4407869,331/50, Jana Masaryka, Vinohrady, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 12000, »esko,331/50,Jana Masaryka,Vinohrady,Praha,okres HlavnÌ mÏsto Praha,Praha,12000,»esko,cz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8",34088,147035,Private room,NA,Praha 2,218,5,1,1,NA,21,1,50.075227,14.445664,2016-03-21 17:01:46.270342,1189855,node,296692615,50.0751501,14.4456852,1141/23, Chodsk·, Vinohrady, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 12000, »esko,1141/23,Chodsk·,Vinohrady,Praha,okres HlavnÌ mÏsto Praha,Praha,12000,»esko,cz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9",40530,174579,Entire home/apt,NA,Praha 1,28,4.5,3,1,1,38,3,50.08744,14.401725,2016-03-21 17:39:30.521720,2637593763,relation,86057,50.0875174,14.4017825937811,Hartigovsk˝ pal·c, TrûiötÏ, Mal· Strana, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 11800, »esko,NA,TrûiötÏ,Mal· Strana,Praha,okres HlavnÌ mÏsto Praha,Praha,11800,»esko,cz,NA,NA,NA,NA,Hartigovsk˝ pal·c,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10",40726,174245,Entire home/apt,NA,Praha 3,45,4.5,4,1,1,45,3,50.079117,14.453729,2016-03-21 17:56:24.957534,1233107,node,296754042,50.0790999,14.4538262,1599/10, Velehradsk·, Vinohrady, Praha, okres HlavnÌ mÏsto Praha, HlavnÌ mÏsto Praha, Praha, 13000, »esko,1599/10,Velehradsk·,Vinohrady,Praha,okres HlavnÌ mÏsto Praha,Praha,13000,»esko,cz,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
